,sentence1,sentence2,genre,English_label,translation1,translation2,annotator 1 labels,annotator 2 labels
866,"In her soft grey frock, with white ruffles at the wrists falling over her slender hands, she looked very beautiful. ",She looked hideous in her frumpy gown.,fiction,Contradiction,"בשמלתה האפורה ורכת-הבד, עם הקפלים לבנים שעטתה על פרקי ידיה הדקיקות, היא נראתה יפה מאוד.",היא נראתה מחרידה בשמלה המטומטמת שלה.,Contradiction,Contradiction
867,"At the sight of Tommy, Julius's eyes seemed as though they would pop out of his head.",Julius turned and walked away as soon as he saw Tommy walk through the door.,fiction,Contradiction,"למראה טומי, עיניו של ג'וליוס נראו כאילו הן עומדות לצאת מחוריהן.",ג'וליוס הסתובב והסתלק ברגע שראה את טומי עובר בדלת.,Neutral,Contradiction
868,"Seemed that whoever the killer was, she'd let him into her home voluntarily.",The killer broke a window in order to enter the home.,fiction,Contradiction,"מי שלא יהיה הרוצח הזה, נראה שהיא הכניסה אותו הביתה מרצונה.",הרוצח שבר חלון כדי להיכנס לבית.,Contradiction,Contradiction
869,"Dave Hanson, to whom nothing is impossible, he said.",He said Dave Hanson.,fiction,Entailment,"דייב הנסון, שבשבילו שום דבר הוא לא בלתי אפשרי, אמר.",הוא אמר דייב הנסון.,Entailment,Entailment
870,"If Moynihan has anything to do with it, Al Gore will not get Bill Clinton's.",Moynihan most likely has nothing to do with it.,slate,Neutral,"אם מויניהאן קשור לזה, אל גור לא יקבל את של ביל קלינטון.",סביר להניח שלמויניהאן אין שום קשר לזה.,Neutral,Neutral
871,"Tomb 57, that of Khaemhat, was decorated with statues of himself and his family very rare for tombs of his class.",The tomb was decorated with statues.,travel,Entailment,"קבר מספר 57, זה של Khaemhat, היה מקושט בפסלים שלו ושל משפחתו, מה שהיה נדיר מאוד לקבר של אדם ממעמדו.",הקבר היה מקושט בפסלים.,Entailment,Entailment
872,"Chambers developed increasing reservations in his later years about the direction the American right was taking, distancing himself first from Joe McCarthy, then from Richard Nixon, and even from William Buckley Jr.'s National Review . But Chambers' importance lies, finally, not in his politics but in his romantic penchant for the extremes of the psychic and political undergrounds.",Chambers built a wall between himself and McCarthy and Nixon.,slate,Entailment,"צ'יימברס פיתח הסתייגות הולכת וגוברת בשנותיו האחרונות לגבי הכיוון שהימין האמריקני נוקט, והתרחק תחילה מג'ו מקארתי, אחר כך מריצ'רד ניקסון, ואפילו מה-National Review של וויליאם באקלי ג'וניור. אבל חשיבותו של צ'יימברס טמונה, לבסוף, לא במדיניותו הפוליטית אלא בנטייתו הרומנטית לקיצוניות של המחתרות הפוליטיות העוסקות בפסיכולוגיה האנושית.",צ'יימברס לקח מרחק ממקארתי ומניקסון.,Entailment,Entailment
873,Thank you. Tuppence felt a terrific rise in her spirits.,Tupperence felt better after this event.,fiction,Entailment,תודה. טאפנס הרגישה שיפור אדיר במצב רוחה.,טאפנס הרגיש טוב יותר אחרי האירוע הזה.,Entailment,Entailment
874,The place was a living tomb… .,It was no more than a living tomb.,fiction,Entailment,המקום היה קבר חי...,זה לא היה יותר מקבר חי.,Entailment,Entailment
875,"He hired a room, and I hired one too.","He hired a room, but I didn't have enough money for one myself.",fiction,Contradiction,"הוא שכר חדר, וגם אני שכרתי אחד.","הוא שכר חדר, אבל לא היה לי מספיק כסף בשביל לשכור אחד בעצמי.",Contradiction,Contradiction
876,The dramatically rising cliff of black basalt stone made the castle impregnable to all but the most wily commander.,The castle was secure due to its proximity to a cliff.,travel,Entailment,"מצוק הבזלת השחורה המתנשא בדרמטיות הפך את הטירה לבלתי ניתנת חדירה, אפילו עבור המפקד הערמומי ביותר.",הטירה הייתה מוגנת בשל קרבתה למצוק.,Entailment,Entailment
877,He gasped for air and his head throbbed.,His head hurt terribly.,fiction,Entailment,הוא התנשף באוויר וראשו הלם.,הראש שלו כאב נורא.,Entailment,Entailment
878,"If food and medical care tripled in cost, people would of necessity spend less on other things to pay for the increase or cut down on the food and medical care they purchased.",People would have to cut spending in other areas if food and medical care increased.,slate,Entailment,"אם עלות המזון והטיפול הרפואי ישלשו את עלותם, אנשים בהכרח יוציאו פחות על דברים אחרים כדי לעמוד בהוצאה, או יקצצו את כמות האוכל והטיפול הרפואי שהם רכשו.",אנשים יצטרכו לקצץ בהוצאות בתחומים אחרים אם המזון והטיפול הרפואי יתייקרו.,Entailment,Entailment
879,"In that regard, they evaluated a set of about 50 policies to improve the technology performance and characterization of the residential, commercial, industrial, transportation, and electricity generation sectors.",At least 25 of the policies were responsible for the growth of the residential sector.,government,Neutral,"בהקשר זה, הם בחנו מערך של כ-50 קווי פעולה לשיפור הביצועים הטכנולוגיים והאפיון של תחומי המגורים, המסחר, התעשייה, התחבורה וייצור החשמל.",לפחות 25 מקווי הפעולה נגעו לקידום תחום המגורים.,Neutral,Neutral
880,"Authentic Jamaican cuisine (including jerk chicken, pork, and fish), or choose your own lobster.",Jamaican cuisine includes jerk chicken.,travel,Entailment,"מטבח ג'מייקני אותנטי (כולל עוף משומר, חזיר ודגים), או ""בחר-לעצמך-לובסטר"".",המטבח הג'מייקני כולל עוף משומר.,Entailment,Entailment
881,"Given the extent of wealth it has brought to the country, it is not surprising to have a Natural Rubber Museum, which opened since 1992 at the Rubber Research Institute's Experimental Station in Sungai Buloh.",Rubber has not contributed to the wealth of the country.,travel,Contradiction,"בהתחשב בהיקף העושר שהוא הביא למדינה, לא מפתיע שיש מוזיאון גומי טבעי, שנפתח ב-1992 בתחנת הניסויים של המכון לחקר הגומי ב-Sungai Buloh.",הגומי לא תרם לעושר של המדינה.,Contradiction,Contradiction
882,"However, an interim program was instituted between April 4 and October 4, 1996, to maintain a basic program until EQIP could begin.",They had a temporary program in place.,government,Entailment,"עם זאת, תוכנית ביניים יצאה לפועל בין ה-4 באפריל ל-4 באוקטובר 1996, כדי לתחזק תוכנית בסיסית כלשהי עד שה-EQIP תוכל להתחיל.",הייתה להם תוכנית זמנית.,Entailment,Entailment
883,"The Zapruder family is demanding $18 million, wanting no blood money but figuring it could fetch $70 million on the open market.",The Zapruder family wants nothing in return.,slate,Contradiction,"משפחת זפרודר דורשת 18 מיליון דולר, היא לא מעוניינת בכספי דמים, אבל חושבת שזה שווה 70 מיליון דולר בשוק הפתוח.",משפחת זפרודר לא רוצה שום דבר בתמורה.,Contradiction,Contradiction
884,I am not keeping back facts.,I am keeping back facts.,fiction,Contradiction,אני לא מחביא עובדות.,אני מחביא עובדות.,Contradiction,Contradiction
885,He scanned the great lawyer eagerly.,He ignored the lawyer.,fiction,Contradiction,הוא התבונן בעו״ד החשוב בלהיטות.,הוא התעלם מעורך הדין.,Contradiction,Contradiction
