,original_annotator_labels,genre,original_label,pairID,promptID,sentence1,translation1,sentence2,translation2,hebrew_label
855,['contradiction'],travel,Contradiction,73354c,73354,"Reservations for hotels, jungle lodges, and flights to and within Nepal can be hard to confirm in the busiest seasons if you wait too long.","בעונות העמוסות ביותר, אם מחכים עם זה יותר מדי, קשה להזמין מקומות בבתי מלון, בבקתות ג'ונגל ובטיסות לתוך ובתוך נפאל.",There is no touristic interest in Nepal and scarcely anyone has visited in decades.,אין עניין תיירותי בנפאל וכמעט אף אחד לא ביקר שם מזה עשרות שנים.,contradiction
856,['entailment'],fiction,Entailment,48591e,48591,He might have stowed them there in a hurry.,אולי הוא אחסן אותם שם בחיפזון.,They might have been put there in a rush.,אולי הכניסו אותם לשם בבהילות.,entailment
857,['entailment'],fiction,Entailment,117681e,117681,"Still, the Johnnies will wait now."" In the general relief at Inglethorp's approaching departure, we had the most genial breakfast we had experienced since the tragedy.","ובכל זאת, הג'וניז יחכו עכשיו. מתוך הקלה כללית על עזיבתו הקרבה של אינגלטורפ, נהנינו מארוחת הבוקר העליזה והלבבית ביותר שחווינו מאז הטרגדיה.","We held a friendly morning meal, one of the best since the event occurred.","ערכנו ארוחת בוקר חברותית, אחת הטובות שהיו מאז האירוע.",entailment
858,['contradiction'],slate,Contradiction,135885c,135885,Local columnists have pointed out a number of errors and unsubstantiated stories in Davis' two books about Los  City of Quartz (1990) and Ecology of Fear (1998).,"כותבי טור מקומיים הצביעו על מספר שגיאות וסיפורים לא מבוססים בשני ספריו של דייוויס: ""לוס, עיר הקוורץ"" (1990) ו""אקולוגיה של פחד"" (1998).","Ecology of Fear, according to the columnists, contained errors but Los City of Quartz didn't.","לפי כותבי הטורים, ב""אקולוגיה של פחד"" היו שגיאות, אבל ב""לוס, עיר הקוורץ"" לא.",contradiction
859,['entailment'],travel,Entailment,67593e,67593,Seven thousand troops under Sir Ralph Abercromby landed east of San Juan and blockaded the city.,שבעת אלפים חיילים בפיקודו של סר ראלף אברקרומבי נחתו מזרחית לסן חואן וחסמו את העיר.,Seven thousand men blockaded the city.,שבעת אלפים איש חסמו את העיר.,entailment
860,['neutral'],government,Neutral,36937n,36937,The amount recorded by both entities is the transferring entity's book value of the asset.,הסכום שנרשם על ידי שני הגופים הוא הערך של הנכס לפי ספרי החשבונות של הישות המעבירה את הנכס.,"The amount recorded was well over $100,000.","הסכום שנרשם היה הרבה יותר מ-100,000 דולר.",neutral
861,['contradiction'],travel,Contradiction,49538c,49538,The Duddon Valley and the rolling hillsides around the village of Ulpha were much favored by Wordsworth.,עמק דודון והגבעות המשתפלות ברכות סביב הכפר אולפה היו חביבים מאוד על וורדסוורת'.,Wordsworth frequently lambasted the Duddon Valley because of its hillsides.,לעיתים קרובות וורדסוורת' מתח ביקורת על עמק דודון בגלל גבעותיו.,contradiction
862,['entailment'],fiction,Entailment,81745e,81745,But there are different kinds of fishing.,אבל יש סוגים שונים של דיג.,There are different ways to fish.,ישנן דרכים שונות לדוג.,entailment
863,['contradiction'],government,Contradiction,85168c,85168,"Since NOx emissions result in formation of ground-level ozone, reducing NOx emissions will reduce ozone levels and thus reduce the deleterious effects of ozone on human health and ecosystems.","מכיוון שפליטת NOx גורמת להיווצרות אוזון בגובה פני הקרקע, הפחתת פליטת NOx תפחית את רמות האוזון ובכך תפחית את ההשפעות המזיקות של האוזון על בריאות האדם ומערכות אקולוגיות.",Reducing NOx emissions will have no effect on human health.,הפחתת פליטת NOx לא תשפיע על בריאות האדם.,contradiction
864,['entailment'],fiction,Entailment,59933e,59933,"White looked up at me, quite slowly.","וייט הרים את מבטו אליי, די לאט.",White raised his eyes to mine slowly.,"באיטיות, וייט הרים את עיניו כך שפגשו את עיניי.",entailment
865,['entailment'],travel,Entailment,5448e,5448,"An experienced diver may prefer moving onto the Sinai, where the diving is even better.","צולל מנוסה עשוי להעדיף לעבור לסיני, שם הצלילה אפילו טובה יותר.",The diving experience is considered better in Sinai.,חווית הצלילה נחשבת טובה יותר בסיני.,entailment
866,['contradiction'],slate,Contradiction,55277c,55277,"The value of Philly's program, observes former New Jersey Superior Court Judge Daniel R. Coburn, is that it separates the minnows from the sharks, then holds the minnows accountable and hence less likely to become sharks, let alone become the predatory Great Whites we must incarcerate.","הערך של התוכנית של פילי, מציין שופט בית המשפט העליון בניו ג'רזי לשעבר, דניאל ר. קובורן, הוא שהיא מפרידה בין ה""דגיגים"" ל""כרישים"", ואז מחייבת את ה""דגיגים"" לשאת באחריות ומכאן מפיחתה את הסיכוי שהם יהפכו ל""כרישים"", שלא לדבר על להפוך לעמלצים לבנים טורפים, מהסוג שאנחנו חייבים לִכלוֹא.",The value of Philly's program is that it doesn't separate the minnows from the sharks.,"הערך של התוכנית של פילי הוא שהיא לא מפרידה בין ה""דגיגים"" ל""כרישים"".",contradiction
867,['neutral'],fiction,Neutral,13338n,13338,Who is Stark? asked Jon.,מי זה סטארק? שאל ג'ון.,Jon asked who Stark was and what he did for a living.,ג'ון שאל מי זה סטארק ומה הוא עשה למחייתו.,neutral
868,['entailment'],travel,Entailment,85476e,85476,"If you would like a more novel, self-drive way of exploring the desert, hire a Quad Runner.","אם תרצה דרך חדשנית יותר לחקור את המדבר, ולעשות את זה בנהיגה עצמאית, שכור Quad Runner.","Hire a Quad Runner to explore the desert in a more novel, self-drive way.","שכור Quad Runner כדי לחקור את המדבר בדרך חדשנית יותר, בדרך של נהיגה עצמאית.",entailment
869,['contradiction'],slate,Contradiction,6284c,6284,"There are some smart people--most notably Harvard's Jeffrey Sachs--who believe that, but my view is that Asian economies had gone seriously off the rails well before last summer, and that some kind of unpleasant comeuppance was inevitable.","יש כמה אנשים חכמים - בעיקר ג'פרי סאקס מהרווארד - שמאמינים בכך, אבל לדעתי המערכות הכלכליות באסיה ירדו לגמרי מהפסים הרבה לפני הקיץ שעבר, והיה בלתי נמנע שהן ישלמו על כך מחיר.",I think Asian economies are doing great.,אני חושב שהכלכלה באסיה מסתדרת מצוין.,contradiction
870,['contradiction'],slate,Contradiction,126478c,126478,They celebrate the U.S. women's comparative innocence.,"הם משבחים את התמימות היחסית של נשים בארה""ב.",They berate the U.S women for their comparative innocence.,"הם מותחים ביקורת על נשות ארה""ב בשל תמימותן היחסית.",contradiction
871,['contradiction'],fiction,Contradiction,36839c,36839,"There we found an open door, flapping in the breeze.","שם מצאנו דלת פתוחה, מתנופפת ברוח.",The door was closed tightly.,הדלת הייתה סגורה היטב.,contradiction
